duplicate_group_id,duplicate_count,source_entries,Material,Text,Tensile_value,Yield_value,Elongation_value,cluster_number,cluster_label
119,2,"119,3169",AISI 4140 Steel,"Annealed At 815C (1500F) Furnace Cooled 11C (20F)/Hour To 665C (1230F), Air Cooled, 25 mm (1 In.) Round",655.0,415.0,25.0,7,Annealed – easy-to-machine – round annealed stock
120,2,"120,2104",AISI 4023 Steel,"Normalized At 925C (1700F), Machined To 13.7 mm (0.540 In.) Rounds, Pseudocarburized At 925C (1700F), Box Cooled To Rt, Reheated To 855C (1570F) And Oil Quenched, 150C (300F) Temper",986.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
121,2,"121,2875",AISI 4130 Steel,Annealed At 865C (1590F),560.0,360.0,28.0,7,Annealed – easy-to-machine – round annealed stock
122,2,"122,2933",AISI 4150 Steel,Normalized 870C (1600F),1160.0,740.0,11.0,4,Normalized (air cooled) – general-purpose steel
123,2,"123,2836",AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,883.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
124,2,"124,2816",AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 50 mm (2 In.) Round",972.0,635.0,16.0,4,Normalized (air cooled) – general-purpose steel
125,2,"125,2818",AISI 4140H Steel,"Heat Treated, 650C (1200F) Temper, 25 mm (1 In.) Round",896.0,786.0,21.0,0,Carburized – quenched (oil) – wear-resistant surface steel
126,2,"126,2834",AISI 4140H Steel,"Oil Quenched, Tempered 425C (800F), 25 mm (1 In.) Round",1380.0,1170.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
127,2,"127,2876",AISI 4140H Steel,"Heat Treated, Tempered 370C (700F), 25 mm (1 In.) Round",1595.0,1460.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
128,2,"128,2186",AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 100 mm (4 In.) Round",617.0,296.0,28.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
129,2,"129,2786",AISI 4130 Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 100 mm (4 In.) Round",703.0,540.0,24.0,10,Quenched (water) & tempered – high-strength structural steel
130,2,"130,2229",AISI 4118H Steel,"Normalized At 910C (1670F), Air Cooled, 14 mm (0.55 In.) Round",586.0,393.0,31.0,4,Normalized (air cooled) – general-purpose steel
131,2,"131,2179",AISI 4118H Steel,"Double Quench, 230C (450F) Temper, 1.2 mm Case Depth",827.0,435.0,22.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
132,2,"132,2368",AISI 4118H Steel,"Single Quench, 230C (450F) Temper, 1.2 mm Case Depth",951.0,620.0,18.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
133,2,"133,2857",AISI 4130 Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 50 mm (2 In.) Round",917.0,758.0,19.0,10,Quenched (water) & tempered – high-strength structural steel
134,2,"134,2885",AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1145.0,1034.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
135,2,"135,2185",AISI 4118H Steel,"Direct Quench, 150C (300F) Temper, 1.6 mm Case Depth",1225.0,903.0,9.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
136,2,"136,2894",AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",1020.0,675.0,17.0,4,Normalized (air cooled) – general-purpose steel
137,2,"137,2115",AISI 4419 Steel,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",710.0,425.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
138,2,"138,2839",AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1165.0,1040.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
139,2,"139,2935",AISI 4130H Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",800.0,635.0,21.0,10,Quenched (water) & tempered – high-strength structural steel
140,2,"140,2348",AISI 4027 Steel,"Water Quenched 865C (1590F), 540C (1000F) Temper, 50 mm (2 In.) Round",765.0,585.0,23.0,10,Quenched (water) & tempered – high-strength structural steel
141,2,"141,2111",AISI 4118 Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 150C (300F) Temper, 50 mm (2 In.) Round",669.0,317.0,26.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
142,2,"142,3101",AISI 4150 Steel,"Heat Treated, 25 mm (1 In.) Round",731.0,380.0,20.0,0,Carburized – quenched (oil) – wear-resistant surface steel
143,2,"143,2837",AISI 4150H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 100 mm (4 In.) Round",855.0,625.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
144,2,"144,2147",AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 50 mm (2 In.) Round",660.0,415.0,25.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
145,2,"145,2844",AISI 4150H Steel,Normalized 870C (1600F),1160.0,740.0,11.0,4,Normalized (air cooled) – general-purpose steel
146,2,"146,2172",AISI 4419 Steel,"Normalized At 955C (1750F), 100 mm (4 In.) Round",505.0,330.0,30.0,4,Normalized (air cooled) – general-purpose steel
147,2,"147,2163",AISI 4419H Steel,"Normalized At 955C (1750F), 100 mm (4 In.) Round",505.0,330.0,30.0,4,Normalized (air cooled) – general-purpose steel
148,2,"148,2780",AISI 4130 Steel,"Water Quenched 855C (1570F), 540C (1000F) Temper, 100 mm (4 In.) Round",800.0,635.0,21.0,10,Quenched (water) & tempered – high-strength structural steel
149,2,"149,2833",AISI 4130 Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 25 mm (1 In.) Round",883.0,779.0,21.0,10,Quenched (water) & tempered – high-strength structural steel
150,2,"150,2112",AISI 4118H Steel,"Normalized At 910C (1670F), Air Cooled, 100 mm (4 In.) Round",521.0,341.0,34.0,4,Normalized (air cooled) – general-purpose steel
151,2,"151,3013",AISI 4150 Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",1005.0,635.0,19.0,4,Normalized (air cooled) – general-purpose steel
152,2,"152,2840",AISI 4130H Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 13 mm (0.5 In.) Round",1145.0,1110.0,16.0,10,Quenched (water) & tempered – high-strength structural steel
153,2,"153,2821",AISI 4130H Steel,Annealed At 865C (1590F),560.0,360.0,28.0,7,Annealed – easy-to-machine – round annealed stock
154,2,"154,2965",AISI 4130H Steel,"Water Quenched 855C (1570F), 595C (1100F) Temper, 25 mm (1 In.) Round",883.0,779.0,21.0,10,Quenched (water) & tempered – high-strength structural steel
155,2,"155,2847",AISI 4150H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 25 mm (1 In.) Round",972.0,883.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
156,2,"156,2306",AISI 4118 Steel,"Single Quenched And Tempered, Carburized, 230C (450F) Temper",951.0,620.0,18.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
157,2,"157,3006",AISI 4130H Steel,"Annealed, 25 mm (1 In.) Round",560.0,460.0,21.0,3,Normalized – easy-to-machine stock (cold drawn)
158,2,"158,2091",AISI 4027 Steel,"Normalized, 50 mm (2 In.) Round",595.0,385.0,27.0,9,Normalized – general-purpose steel (round normalized stock)
159,2,"159,2151",AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 50 mm (2 In.) Round",635.0,400.0,26.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
160,2,"160,2123",AISI 4419 Steel,"Double Quenched, 230C (450F) Temper",679.0,376.0,23.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
161,2,"161,2162",AISI 4419H Steel,"Single Quenched And Tempered, 230C (450F)",708.0,431.0,24.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
162,2,"162,3055",AISI 4150 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 100 mm (4 In.) Round",1095.0,883.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
163,2,"163,2184",AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 14 mm (0.55 In.) Round",710.0,450.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
164,2,"164,2146",AISI 4320 Steel,"Double Quenched And Tempered (Carburized 925C (1700F) For 8Hrs, Pot Cooled, Reheated To 815C (1500F), Quenched In Agitated Oil, Reheated To 775C, Quenched In Agitated Oil, 230C (450F) Temper), 230C (450F) Temper",1005.0,650.0,21.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
165,2,"165,2113",AISI 4419 Steel,"Annealed At 915C (1675F), 25 mm (1 In.) Round",450.0,330.0,31.0,7,Annealed – easy-to-machine – round annealed stock
166,2,"166,2122",AISI 4419 Steel,"Normalized At 955C (1750F), 14 mm (0.55 In.) Round",540.0,360.0,33.0,4,Normalized (air cooled) – general-purpose steel
167,2,"167,2883",AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",1035.0,910.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
168,2,"168,2114",AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 25 mm (1 In.) Round",670.0,435.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
169,2,"169,2990",AISI 4150H Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1310.0,1215.0,13.0,6,Quenched (oil) & tempered – high-strength structural steel
170,2,"170,2138",AISI 4419 Steel,"Single Quenched, 150C (300F) Temper",712.0,450.0,24.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
171,2,"171,2896",AISI 4140H Steel,Annealed 25 mm (1 In.) Round,655.0,485.0,26.0,3,Normalized – easy-to-machine stock (cold drawn)
172,2,"172,2153",AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 25 mm (1 In.) Round",650.0,405.0,25.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
173,2,"173,2130",AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",820.0,445.0,21.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
174,2,"174,2183",AISI 4320 Steel,"Direct Quench From Pot (Carburized 925C (1700F) For 8 Hrs., Quenched In Agitated Oil, 230C (450F) Temper), 1.5 mm Case Depth",1490.0,1095.0,12.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
175,2,"175,2148",AISI 4118H Steel,"Direct Quench, 230C (450F) Temper, 1.6 mm Case Depth",1220.0,896.0,13.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
176,2,"176,2828",AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",931.0,814.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
177,2,"177,2160",AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 100 mm (4 In.) Round",580.0,330.0,27.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
178,2,"178,2168",AISI 4419H Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",595.0,365.0,27.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
179,2,"179,2823",AISI 4150H Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1170.0,1076.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
180,2,"180,2845",AISI 4140H Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",814.0,485.0,22.0,4,Normalized (air cooled) – general-purpose steel
181,2,"181,2293",AISI 4320 Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 13.7 mm Rounds, Pseudocarburized 925C (1700F) For 8 Hrs., Box Cooled To Rt, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, Tested In 12.8 mm Rounds",1180.0,1015.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
182,2,"182,2264",AISI 4419H Steel,"Double Quenched And Tempered, 230C (450F)",679.0,376.0,23.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
183,2,"183,2116",AISI 4419 Steel,"Normalized At 955C (1750F), 25 mm (1 In.) Round",515.0,350.0,32.0,4,Normalized (air cooled) – general-purpose steel
184,2,"184,2303",AISI 4118 Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 230C (450F) Temper, 50 mm (2 In.) Round",645.0,314.0,28.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
185,2,"185,2809",AISI 4140 Steel,"Oil Quenched, 425C (800F) Temper, 25 mm (1 In.) Round",1380.0,1170.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
186,2,"186,2177",AISI 4419H Steel,"Double Quenched And Tempered, 150C (300F)",734.0,377.0,21.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
187,2,"187,2843",AISI 4150 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 50 mm (2 In.) Round",1035.0,910.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
188,2,"188,2808",AISI 4150 Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1020.0,945.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
189,2,"189,2868",AISI 4150 Steel,"Normalized At 870C (1600F), Air Cooled, 13 mm (0.5 In.) Round",1340.0,896.0,10.0,4,Normalized (air cooled) – general-purpose steel
190,2,"190,2278",AISI 4118H Steel,"Heat Treated, 100 mm (4 In.) Round",641.0,300.0,28.0,0,Carburized – quenched (oil) – wear-resistant surface steel
191,2,"191,2081",AISI 4027 Steel,"Normalized, 14 mm (0.55 In.) Round",650.0,425.0,25.0,9,Normalized – general-purpose steel (round normalized stock)
192,2,"192,2835",AISI 4150 Steel,"Oil Quenched 830C (1525F), 540C (1000F) Temper, 50 mm (2 In.) Round",1165.0,1040.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
193,2,"193,2400",AISI 4419H Steel,"Mock Carburized, 150C (300F) Temper, 14 mm (0.55 In.) Round",710.0,450.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
194,2,"194,2156",AISI 4320 Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 25 mm (1 In.) Rounds, Pseudocarburized 925C (1700F) For 8 Hrs., Oil Quenched, 150C (300F) Temper, Tested In 12.8 mm Rounds",1150.0,972.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
195,2,"195,2893",AISI 4140H Steel,"Oil Quenched, Tempered 540C (1000F), 25 mm (1 In.) Round",1140.0,965.0,18.0,6,Quenched (oil) & tempered – high-strength structural steel
196,2,"196,2806",AISI 4140H Steel,Normalized At 870C,1020.0,655.0,17.0,4,Normalized (air cooled) – general-purpose steel
197,2,"197,2804",AISI 4140H Steel,"Heat Treated, Tempered 540C (1000F), 25 mm (1 In.) Round",1150.0,1050.0,17.0,0,Carburized – quenched (oil) – wear-resistant surface steel
198,2,"198,2204",AISI 4419H Steel,"Direct Quenched From Pot And Tempered, 230C (450F)",817.0,596.0,18.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
199,2,"199,2164",AISI 4419 Steel,"Mock Carburized, 230C (450F) Temper, 25 mm (1 In.) Round",650.0,405.0,25.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
200,2,"200,2787",AISI 4140 Steel,"Oil Quenched, 50 mm (2 In.) Round [845C (1550F) Quench, 540C (1000F) Temper]",965.0,800.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
201,2,"201,2143",AISI 4320 Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 25 mm (1 In.) Rounds, Pseudocarburized 925C (1700F) For 8 Hrs., Box Cooled To Rt, Reheated To 775C, Oil Quenched, 150C (300F) Temper, Tested In 12.8 mm Rounds",958.0,793.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
202,2,"202,2801",AISI 4140H Steel,"Annealed At 815C (1500F) Furnace Cooled 11C (20F)/Hour To 665C (1230F), Air Cooled, 25 mm (1 In.) Round",655.0,415.0,25.0,7,Annealed – easy-to-machine – round annealed stock
203,2,"203,2118",AISI 4027 Steel,"Water Quenched 865C (1590F), 595C (1100F) Temper, 100 mm (4 In.) Round",655.0,490.0,26.0,10,Quenched (water) & tempered – high-strength structural steel
204,2,"204,2815",AISI 4140H Steel,"Heat Treated, 595C (1100F) Temper, 25 mm (1 In.) Round",1020.0,910.0,19.0,0,Carburized – quenched (oil) – wear-resistant surface steel
205,2,"205,2180",AISI 4320H Steel,"Direct Quenched From Pot: (Carburized 925C (1700F) For 8 Hrs., Quenched In Agitated In Oil, 150C (300F) Temper); 1.5 mm Case Depth",1495.0,1105.0,13.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
206,2,"206,2239",AISI 4320H Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 13.7 mm Rounds, Pseudocarburized At 925C (1700F) For 8 Hrs., Box Cooled To 20C, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper",1080.0,896.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
207,2,"207,2235",AISI 4320 Steel,"Normalized 895C (1640F), Air Cooled, 50 mm (2 In.) Round",703.0,405.0,23.0,4,Normalized (air cooled) – general-purpose steel
208,2,"208,2796",AISI 4130H Steel,"Normalized At 870C (1600F), Air Cooled, 100 mm (4 In.) Round",615.0,400.0,27.0,4,Normalized (air cooled) – general-purpose steel
209,2,"209,2778",AISI 4140 Steel,"Normalized At 870C (1600F), Reheated To 845C (1550F), Oil Quenched, 205C (400F) Temper, 25 mm (1 In.) Round",1965.0,1735.0,11.0,0,Carburized – quenched (oil) – wear-resistant surface steel
210,2,"210,2171",AISI 4320H Steel,"Normalized, Heated To 895C (1640F), Air Cooled, 13 mm (0.5 In.) Rounds",841.0,510.0,23.0,0,Carburized – quenched (oil) – wear-resistant surface steel
211,2,"211,2129",AISI 4419 Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",595.0,365.0,27.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
212,2,"212,2181",AISI 4320H Steel,"Direct Quenched From Pot: (Carburized 925C (1700F) For 8 Hrs., Quenched In Agitated In Oil, 230C (450F) Temper); 1.5 mm Case Depth",1490.0,1095.0,12.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
213,2,"213,2190",AISI 4320 Steel,"Mock Carburized 925C (1700F) For 8 Hrs., Reheated To 815C (1500F), Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Rounds",1295.0,1035.0,13.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
214,2,"214,2827",AISI 4150H Steel,"Normalized At 870C (1600F), Air Cooled, 25 mm (1 In.) Round",1160.0,731.0,11.0,4,Normalized (air cooled) – general-purpose steel
215,2,"215,2154",AISI 4320 Steel,"Normalized 895C (1640F), Air Cooled, 100 mm (4 In.) Round",703.0,395.0,22.0,4,Normalized (air cooled) – general-purpose steel
216,2,"216,2170",AISI 4419 Steel,"Direct Quenched From Pot, 230C (450F) Temper",817.0,596.0,18.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
217,2,"217,2220",AISI 4320H Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 13.7 mm Rounds, Pseudocarburized At 925C (1700F) For 8 Hrs., Box Cooled To 20C, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper",1180.0,1015.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
218,2,"218,2337",AISI 4320H Steel,"Mock Carburized, Oil Quenched, 230C (450F) Temper, 25 mm Round",1025.0,724.0,17.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
219,2,"219,2126",AISI 4419 Steel,"Mock Carburized, 230C (450F) Temper, 50 mm Round",635.0,400.0,26.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
